assumed_floor_fraction,below_minimum_effect_fraction,contrast_sd,correct_decisive_fraction,correlation,decision_method,effect_present_fraction,error_model,indeterminate_fraction,threshold_or_confidence,true_delta,truth_state,wrong_decisive_fraction
1.0,0.0,0.5,0.99998,0.0,central_normal_interval,0.99998,correlated_normal,2e-05,0.95,6.0,effect_present,0.0
1.0,1.0,0.3535533905932738,1.0,0.5,central_normal_interval,0.0,correlated_normal,0.0,0.95,0.0,below_minimum_effect,0.0
1.0,0.999895,0.3535533905932738,0.999895,0.5,central_normal_interval,0.0,correlated_normal,0.000105,0.95,1.0,below_minimum_effect,0.0
1.0,0.80646,0.3535533905932738,0.80646,0.5,central_normal_interval,0.0,correlated_normal,0.19354,0.95,2.0,below_minimum_effect,0.0
1.0,0.29277,0.3535533905932738,0.29277,0.5,central_normal_interval,0.000375,correlated_normal,0.706855,0.95,2.5,below_minimum_effect,0.000375
1.0,0.046345,0.3535533905932738,0.046345,0.5,central_normal_interval,0.01235,correlated_normal,0.941305,0.95,2.9,below_minimum_effect,0.01235
1.0,0.024955,0.3535533905932738,0.0,0.5,central_normal_interval,0.024775,correlated_normal,0.95027,0.95,3.0,boundary,0.04973
1.0,0.012355,0.3535533905932738,0.047075,0.5,central_normal_interval,0.047075,correlated_normal,0.94057,0.95,3.1,effect_present,0.012355
1.0,0.000365,0.3535533905932738,0.292775,0.5,central_normal_interval,0.292775,correlated_normal,0.70686,0.95,3.5,effect_present,0.000365
1.0,5e-06,0.3535533905932738,0.807955,0.5,central_normal_interval,0.807955,correlated_normal,0.19204,0.95,4.0,effect_present,5e-06
1.0,0.0,0.3535533905932738,0.99988,0.5,central_normal_interval,0.99988,correlated_normal,0.00012,0.95,5.0,effect_present,0.0
1.0,0.0,0.3535533905932738,1.0,0.5,central_normal_interval,1.0,correlated_normal,0.0,0.95,6.0,effect_present,0.0
1.0,1.0,0.15811388300841894,1.0,0.9,central_normal_interval,0.0,correlated_normal,0.0,0.95,0.0,below_minimum_effect,0.0
1.0,1.0,0.15811388300841894,1.0,0.9,central_normal_interval,0.0,correlated_normal,0.0,0.95,1.0,below_minimum_effect,0.0
1.0,1.0,0.15811388300841894,1.0,0.9,central_normal_interval,0.0,correlated_normal,0.0,0.95,2.0,below_minimum_effect,0.0
1.0,0.885795,0.15811388300841894,0.885795,0.9,central_normal_interval,0.0,correlated_normal,0.114205,0.95,2.5,below_minimum_effect,0.0
1.0,0.091375,0.15811388300841894,0.091375,0.9,central_normal_interval,0.004795,correlated_normal,0.90383,0.95,2.9,below_minimum_effect,0.004795
1.0,0.02462,0.15811388300841894,0.0,0.9,central_normal_interval,0.02535,correlated_normal,0.95003,0.95,3.0,boundary,0.04997
1.0,0.00485,0.15811388300841894,0.092365,0.9,central_normal_interval,0.092365,correlated_normal,0.902785,0.95,3.1,effect_present,0.00485
1.0,0.0,0.15811388300841894,0.8863,0.9,central_normal_interval,0.8863,correlated_normal,0.1137,0.95,3.5,effect_present,0.0
1.0,0.0,0.15811388300841894,0.99999,0.9,central_normal_interval,0.99999,correlated_normal,1e-05,0.95,4.0,effect_present,0.0
1.0,0.0,0.15811388300841894,1.0,0.9,central_normal_interval,1.0,correlated_normal,0.0,0.95,5.0,effect_present,0.0
1.0,0.0,0.15811388300841894,1.0,0.9,central_normal_interval,1.0,correlated_normal,0.0,0.95,6.0,effect_present,0.0
