case_id,support,source_fidelity,derived_vector_cache,finite_common_support_points,set_name,set_size,minimum_norm,diameter,ratio,three_times_diameter_passed,minimum_norm_member,diameter_pair,float64_direct_vs_gram_signal_abs_diff,float64_direct_vs_gram_diameter_abs_diff,classification_margin_ratio
alph15-7929-2024,fine_F100,F100,derived_mapping_vectors_v12/alph15-7929-2024__fine_F100.npz,31296,coherent_four_pipeline_set,4,0.008926264601940908,0.0017910862329488656,4.983715712696089,True,0,"[0, 1]",1.734723475976807e-18,3.5778671692021646e-17,1.983715712696089
alph15-7929-2024,fine_F100,F100,derived_mapping_vectors_v12/alph15-7929-2024__fine_F100.npz,31296,independent_4^4_recombination_set,256,0.00892626456010049,0.02196983493488068,0.4062963871398321,False,17,"[20, 65]",1.734723475976807e-18,1.0408340855860843e-17,-2.593703612860168
alph15-7929-2024,shared_F000,F000,derived_mapping_vectors_v12/alph15-7929-2024__shared_F000.npz,7992,coherent_four_pipeline_set,4,0.008895896628679095,0.0009796901807383083,9.08031620973788,True,3,"[0, 1]",1.734723475976807e-18,3.1008182133085427e-17,6.08031620973788
alph15-7929-2024,shared_F000,F000,derived_mapping_vectors_v12/alph15-7929-2024__shared_F000.npz,7992,independent_4^4_recombination_set,256,0.008895896176792985,0.012853025314532342,0.69212469119895,False,51,"[16, 69]",0.0,5.204170427930421e-18,-2.3078753088010497
alph15-13929-2024,fine_F100,F100,derived_mapping_vectors_v12/alph15-13929-2024__fine_F100.npz,55368,coherent_four_pipeline_set,4,0.006283008384211706,0.0016868797410758058,3.7246332570244305,True,0,"[0, 1]",1.734723475976807e-18,1.8431436932253575e-17,0.7246332570244305
alph15-13929-2024,fine_F100,F100,derived_mapping_vectors_v12/alph15-13929-2024__fine_F100.npz,55368,independent_4^4_recombination_set,256,0.0062830082324742825,0.023336763524458046,0.26923220205275633,False,17,"[5, 80]",3.469446951953614e-18,0.0,-2.7307677979472436
alph15-13929-2024,shared_F000,F000,derived_mapping_vectors_v12/alph15-13929-2024__shared_F000.npz,14118,coherent_four_pipeline_set,4,0.006234098834717301,0.0008596383912491565,7.252001420804876,True,0,"[0, 1]",8.673617379884035e-19,5.095750210681871e-18,4.252001420804876
alph15-13929-2024,shared_F000,F000,derived_mapping_vectors_v12/alph15-13929-2024__shared_F000.npz,14118,independent_4^4_recombination_set,256,0.006234098834717301,0.011791930287449386,0.5286750076323379,False,0,"[16, 69]",8.673617379884035e-19,1.734723475976807e-18,-2.471324992367662
